sku_number;name;meta_description;product_styles1;product_styles2;product_styles3;weave;product_metarials1;product_metarials2;product_colors1;product_colors2;product_colors3;product_colors4;pattern;region;width_by_feet-f;width_by_feet-i;width_by_inches;length_by_feet-f;length_by_feet-i;length_by_inches;height;age;period_made;is_used;has_imperfection;condition_details;price;discount;retail_price;is_local_pickup;local_delivery_miles;pickup_charge;is_own_shipping;is_free_shipping;status
Am10550;Modern Textured Hand Knotted Wool Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Contemporary;Hand Knotted;Wool;;Teal;Slate Gray;Charocal;Light Gray;Geometric;India;8;0;96;10;3;123;0,35;One of One Modern;2010s;;;Excellent condition. ;4000;0,1;8000;x;60;200,00;x;x;0
Am10551;Moden Moroccan Wool Rug;A beautiful modern design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Wool;;Gray;Stone Gray;Lavender;Ivory;Geometric;Nepal;8;4;100;10;0;120;0,4;One of One Modern;2010s;;;Excellent condition. ;6240;0,1;12480;x;60;200,00;x;x;0
Am10552;Modern Textured Hand Knotted Wool Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Boho Chic;Hand Knotted;Wool;;Gray;Charcoal ;Stone Gray;Slate Gray;Geometric;Nepal;8;2;98;10;2;122;0,4;One of One Modern;2010s;;;Excellent condition. ;6240;0,1;12480;x;60;200,00;x;x;0
Am10553;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Tan;Ivory;Beige;Taupe;Strie;Pakistan;8;0;96;9;8;116;0,15;One of One Modern;2010s;;;Excellent condition. ;2160;0,1;4320;x;60;200,00;x;x;0
Am10555;Moden Moroccan Wool Rug;A beautiful modern design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Wool;;Tan;Brown;Ivory;Taupe;Geometric;Pakistan;8;2;98;9;8;116;0,25;One of One Traditional;2010s;;;Excellent condition. ;4320;0,1;8640;x;60;200,00;x;x;0
Am10556;Moden Moroccan Wool Rug;A beautiful modern design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Wool;;Tan;Brown;Ivory;Taupe;Geometric;Pakistan;8;0;96;9;1;109;0,25;One of One Traditional;2010s;;;Excellent condition. ;4320;0,1;8640;x;60;200,00;x;x;0
Am10558;Fine Shearling Wool Rug;Fine Patagonian shearling Rug;Modern;Mid-Century Modern;Boho Chic;Hand Loom;Wool;Fur;Taupe;Dove Gray;Greige;;Solid;Argentina ;8;0;96;10;2;122;0,5;One of One Modern;2010s;;;Excellent condition. ;7200;0,1;14400;x;60;200,00;x;x;0
Am10559;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool ;;Blue;Teal;Brown;Cerulean;Strie;Pakistan;8;2;98;10;0;120;0,15;One of One Modern;2010s;;;Excellent condition. ;2400;0,1;4800;x;60;200,00;x;x;0
Am10560;Vintage Modern Kilim;A beautiful vintage kilim is handwoven by Master Artisans using handspun goat hair in Turkey. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkestan. This Mazandaran style minimalist kilim offers simple designs in natural colors.;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Gray;Brown;Tan;Greige;Strie;Anatolia;8;11;107;9;6;114;0,15;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;3600;0,1;7200;x;60;200,00;x;x;0
Am10561;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Brown;Tan;Gray;White;Geometric;Pakistan;8;5;101;10;0;120;0,15;One of One Modern;2010s;;;Excellent condition. ;5120;0,1;10240;x;60;200,00;x;x;0
Am10562;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Tan;Gray;Brown;Charcoal;Stripes;Pakistan;8;4;100;10;6;126;0,15;One of One Modern;2010s;;;Excellent condition. ;5120;0,1;10240;x;60;200,00;x;x;0
Am10564;Modern Textured Hand Knotted Wool Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Boho Chic;Hand Knotted;Wool;;Blue;Navy;Royal;Green;Geometric;Nepal;8;1;97;10;2;122;0,4;One of One Modern;2010s;;;Excellent condition. ;5120;0,1;10240;x;60;200,00;x;x;0
Am10565;Modern Abstract Hand Knotted Rug;Hand Knotted Wool and Bamboo Rug offers silk like texture.  Hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece ;Modern ;Contemporary;Industrial ;Hand Knotted;Wool;;Blue;Charcoal;Gray;Silver;Strie;India;8;2;98;10;0;120;0,3;One of One Modern;2010s;;;Excellent condition. ;6240;0,1;12480;x;60;200,00;x;x;0
Am10566;Modern Textured Hand Knotted Wool Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Boho Chic;Hand Knotted;Wool;;Blue;Charcoal;Gray;Silver;Geometric;India;8;0;96;10;0;120;0,35;One of One Modern;2010s;;;Excellent condition. ;4800;0,1;9600;x;60;200,00;x;x;0
Am10567;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in a modern color palette handknotted by Master Artisans of Iran / Persia makes this rug a master piece & takes us back to late 19th century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Gray;Stone Gray;Light Gray;Blue;Floral;Persia;8;3;99;10;1;121;0,2;One of One Modern;2010s;;;Excellent condition. ;4800;0,1;9600;x;60;200,00;x;x;0
Am10568;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Tan;Ivory;Brown;Light Gray;Strie;Pakistan;8;0;96;10;0;120;0,15;One of One Modern;2010s;;;Excellent condition. ;2400;0,1;4800;x;60;200,00;x;x;0
Am10569;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Tan;Beige;Ivory;Light Gray;Strie;India;8;1;97;10;2;122;0,16;One of One Modern;2010s;;;Excellent condition. ;5120;0,1;10240;x;60;200,00;x;x;0
Am10570;Moden Moroccan Wool Rug;A beautiful modern design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Wool;;Purple;Pink;White;Orange;Geometric;Pakistan;8;1;97;9;6;114;0,3;One of One Modern;2010s;;;Excellent condition. ;4320;0,1;8640;x;60;200,00;x;x;0
Am10572;Modern Abstract Hand Knotted Rug;Hand Knotted Bamboo Rug offers silk like texture.  Hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece ;Modern ;Contemporary;Industrial ;Hand Knotted;Bamboo;;Gray;Black;Green;Light Gray;Strie;India;8;2;98;10;0;120;0,37;One of One Modern;2010s;;;Excellent condition. ;4800;0,1;9600;x;60;200,00;x;x;0
Am10574;Modern Textured Hand Knotted Wool Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Boho Chic;Hand Knotted;Wool;;Gray;Light Gray;Oyster Gray;Brown;Geometric;India;8;0;96;10;0;120;0,35;One of One Modern;2010s;;;Excellent condition. ;4800;0,1;9600;x;60;200,00;x;x;0
Am10575;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Blue;Taupe;Sky Blue;Geometric;Pakistan;8;0;96;9;9;117;0,18;One of One Traditional;2010s;;;Excellent condition. ;6480;0,1;12960;x;60;200,00;x;x;0
Am10576;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Blue;Tan;Taupe;;Floral;Pakistan;8;0;96;10;1;121;0,18;One of One Traditional;2010s;;;Excellent condition. ;7200;0,1;14400;x;60;200,00;x;x;0
Am10577;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Blue;Ivory;Brown;Floral;Pakistan;8;3;99;9;8;116;0,18;One of One Traditional;2010s;;;Excellent condition. ;6480;0,1;12960;x;60;200,00;x;x;0
Am10578;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Blue;Ivory;Brown;Floral;Pakistan;8;1;97;9;8;116;0,18;One of One Traditional;2010s;;;Excellent condition. ;5760;0,1;11520;x;60;200,00;x;x;0
Am10579;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Blue;Gray;Brown;Tan;Strie;Pakistan;8;3;99;10;0;120;0,15;One of One Modern;2010s;;;Excellent condition. ;2400;0,1;4800;x;60;200,00;x;x;0
Am10580;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Gray;Charcoal;Brown;Tan;Strie;Pakistan;8;2;98;9;7;115;0,15;One of One Modern;2010s;;;Excellent condition. ;2160;0,1;4320;x;60;200,00;x;x;0
Am10581;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Gray;Greige;Brown;Tan;Strie;Pakistan;8;3;99;10;0;120;0,15;One of One Modern;2010s;;;Excellent condition. ;2400;0,1;4800;x;60;200,00;x;x;0
Am10582;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Blue;Gray;Brown;Tan;Strie;Pakistan;8;1;97;10;1;121;0,15;One of One Modern;2010s;;;Excellent condition. ;2400;0,1;4800;x;60;200,00;x;x;0
Am10583;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Tan;Gray;Ivory;Taupe;Strie;Pakistan;8;0;96;10;0;120;0,15;One of One Modern;2010s;;;Excellent condition. ;2400;0,1;4800;x;60;200,00;x;x;0
Am10584;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Gray;Greige;Brown;Tan;Strie;Pakistan;8;0;96;9;9;117;0,15;One of One Modern;2010s;;;Excellent condition. ;2160;0,1;4320;x;60;200,00;x;x;0
Am10585;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Gray;Charcoal;Light Gray;White;Geometric;Pakistan;8;6;102;9;8;116;0,15;One of One Modern;2010s;;;Excellent condition. ;1800;0,1;3600;x;60;200,00;x;x;0
Am10586;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Gray;Greige;Brown;Tan;Strie;Pakistan;8;5;101;10;2;122;0,15;One of One Modern;2010s;;;Excellent condition. ;3200;0,1;6400;x;60;200,00;x;x;0
Am10587;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Tan;Gray;Ivory;Brown;Strie;Pakistan;8;5;101;10;8;128;0,15;One of One Modern;2010s;;;Excellent condition. ;3200;0,1;6400;x;60;200,00;x;x;0
AM10588;Modern Ikat Hand Knotted Rug;Hand Knotted wool Rug offers great texture.  Hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece ;Modern ;Contemporary;Industrial ;Hand Knotted;Wool;;Gray;Slate Gray;Ivory;Charcoal;Floral;Pakistan;8;2;98;10;0;120;0,25;One of One Modern;2010s;;;Excellent condition. ;5760;0,1;11520;x;60;200,00;x;x;0
Am10590;Fine Khoton Oushak Rug;A beautiful Khotan design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to late 19th-century era.;Transitional ;Turkish;Traditional;Hand Knotted;Wool;;Tan;Bleu;Taupe;Ivory;Geometric;Pakistan;7;6;90;10;1;121;0,2;One of One Traditional;2010s;;;Excellent condition. ;6300;0,1;12600;x;60;200,00;x;x;0
Am10591;Modern Simple Rug;Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkey. This Turkish style modern kilim rug is handwoven in Wool. ;Minimalism;Mid-Century;Boho Chic;Hand Knotted;Wool;;Gray;Slate Gray;Charcoal;Tan;Strie;Pakistan;8;5;101;9;8;116;0,15;One of One Modern;2010s;;;Excellent condition. ;3600;0,1;7200;x;60;200,00;x;x;0
Am10592;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Ivory;Blue;Taupe;Floral;Pakistan;7;9;93;9;10;118;0,18;One of One Traditional;2010s;;;Excellent condition. ;9450;0,1;18900;x;60;200,00;x;x;0
Am10593;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Blue;Cornflower Blue;Tan;Ivory;Floral;Pakistan;7;10;94;10;0;120;0,18;One of One Traditional;2010s;;;Excellent condition. ;6300;0,1;12600;x;60;200,00;x;x;0
Am10594;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Lavender;Taupe;Ivory;Floral;Pakistan;8;0;96;10;5;125;0,18;One of One Traditional;2010s;;;Excellent condition. ;7200;0,1;14400;x;60;200,00;x;x;0
Am10595;Modern Ikat Wool Silk Rug;Hand Woven in  wool and Silk This Rug offers great texture.  Hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece ;Modern ;Contemporary;Industrial ;Hand Knotted;Wool;Silk;Blue;Cerulean blue;Light Gray;Tan;Floral;China;8;5;101;9;9;117;0,15;One of One Modern;2010s;;;Excellent condition. ;3888;0,1;7776;x;60;200,00;x;x;0
Am10596;Fine Tribal Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Orange;Burnt Orange;Blue;Copper;Geometric;Pakistan;8;4;100;10;3;123;0,2;One of One Traditional;2010s;;;Excellent condition. ;6400;0,1;12800;x;60;200,00;x;x;0
Am10597;Vintage Modern Kilim;A beautiful vintage kilim is handwoven by Master Artisans using handspun goat hair in Turkey. Kilims are flat woven rugs in a technique that comes from Anatolia, parts of Iran, the Caucasus, and Turkestan. This Mazandaran style minimalist kilim offers simple designs in natural colors.;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Gray;Light Gray;White;Charcoal;stipe;Turkey;8;3;99;10;4;124;0,15;One of One Modern;2010s;;;Excellent condition. ;4000;0,1;8000;x;60;200,00;x;x;0
Am10600;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Red;Orange;Brown;Blue;Floral;Pakistan;8;0;96;9;8;116;0,2;One of One Traditional;2010s;;;Excellent condition. ;7920;0,1;15840;x;60;200,00;x;x;0
Am10602;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Green;Tan;Brown;Copper;Floral;Pakistan;7;4;88;9;5;113;0,2;One of One Traditional;2010s;;;Excellent condition. ;4410;0,1;8820;x;60;200,00;x;x;0
Am10603;Vintage Turkish Tulu Style Rug;Hand Woven Wool Tulu Style Neutral Rug;Modern ;Contemporary;Industrial ;Hand Knotted;Wool;;Brown;Tan;;;Solid;Anatolia;8;1;97;10;1;121;0,4;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;4000;0,1;8000;x;60;200,00;x;x;0
Am10604;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Ivory;Blue ;Green;Floral;Anatolia;7;3;87;11;1;133;0,18;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;3850;0,1;7700;x;60;200,00;x;x;0
Am10606;Moden Moroccan Wool Rug;A beautiful modern design using handspun high altitude wool dyed in subtle colors & hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece.;Modern;Mid-Century Modern;Tribal;Hand Knotted;Wool;;Orange;Ivory;Brown;Tan;Geometric;Pakistan;7;10;94;9;9;117;0,5;One of One Modern;2010s;;;Excellent condition. ;2520;0,1;5040;x;60;200,00;x;x;0
Am10607;Modern Hand Knotted Wool Silk Rug;Hand Knotted with Wool and Silk. Hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece ;Modern ;Contemporary;Industrial ;Hand Knotted;Wool;;Red;Burnt Orange;Blue ;Green;Floral;Pakistan;7;11;95;9;9;117;0,25;One of One Modern;2010s;;;Excellent condition. ;6930;0,1;13860;x;60;200,00;x;x;0
Am10610;Modern Simple Handmade Rug;This Simple textured handmade rug is made of a wool and manmade silk blend and offers soft and durable pile. ;Modern;Mid-Century Modern;Minimalism ;Hand Loom;Wool;Cotton;Blue;Navy;Sky;Green;Solid;India;7;11;95;10;1;121;0,37;One of One Modern;2010s;;;Excellent condition. ;1750;0,1;3500;x;60;200,00;x;x;0
Am10611;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Tan;Brown;Sky Blue;Gold;Geometric;Pakistan;7;11;95;10;1;121;0,2;One of One Traditional;2010s;;;Excellent condition. ;4900;0,1;9800;x;60;200,00;x;x;0
Am10612;Modern Abstract Hand Knotted Rug;Hand Knotted Wool and Silk.  Hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece ;Modern ;Contemporary;Industrial ;Hand Knotted;Wool;;Pink;Orange;Blue ;Yellow;Geometric;Pakistan;8;0;96;10;4;124;0,3;One of One Modern;2010s;;;Excellent condition. ;5600;0,1;11200;x;60;200,00;x;x;0
Am10614;Fine Oushak Tribal Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Orange;Gold;Tan;Burnt Orange;Geometric;Pakistan;8;5;101;10;6;126;0,3;One of One Traditional;2010s;;;Excellent condition. ;6400;0,1;12800;x;60;200,00;x;x;0
Am10615;Modern Textured Hand Knotted Wool Rug;A beautiful Modern design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Boho Chic;Hand Knotted;Wool;;Black;Charcoal;Tan;Navy;Strie;Pakistan;8;1;97;9;10;118;0,3;One of One Modern;2010s;;;Excellent condition. ;5040;0,1;10080;x;60;200,00;x;x;0
Am10616;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Orange;Burnt Orange;Navy ;Green;Geometric;Pakistan;7;11;95;10;0;120;0,3;One of One Traditional;2010s;;;Excellent condition. ;5600;0,1;11200;x;60;200,00;x;x;0
Am10617;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Orange;Blue;Navy ;Tan;Geometric;Pakistan;8;8;104;9;1;109;0,25;One of One Traditional;2010s;;;Excellent condition. ;5760;0,1;11520;x;60;200,00;x;x;0
Am10618;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Gray;Stone Gray;Greige;Tan;Geometric;Pakistan;8;0;96;10;0;120;0,25;One of One Traditional;2010s;;;Excellent condition. ;6400;0,1;12800;x;60;200,00;x;x;0
Am10619;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Gray;Charcoal;Stone Gray;Ivory;Geometric;Pakistan;8;2;98;9;9;117;0,25;One of One Traditional;2010s;;;Excellent condition. ;5760;0,1;11520;x;60;200,00;x;x;0
Am10620;Modern Textured Wool Rug;A beautiful Modern design by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Boho Chic;Hand Loom;Wool;;Pink;Tan;Blue ;Red;Stripes;India;8;0;96;10;0;120;0,25;One of One Modern;2010s;;;Excellent condition. ;2000;0,1;4000;x;60;200,00;x;x;0
Am10621;Modern Textured Wool Rug;A beautiful Modern design  by using hand spun finest wool to give the pile softer touch done by Master Artisans. Moroccan Style Texture is also found this rug. ;Modern;Mid-Century Modern;Boho Chic;Hand Loom;Wool;;Tan;Sky Blue;Brown;Beige;Strie;India;8;0;96;10;0;120;0,25;One of One Modern;2010s;;;Excellent condition. ;2000;0,1;4000;x;60;200,00;x;x;0
Am10622;Fine Oushak Wool Rug;A beautiful Persian Sultanabad design using handspun high altitude wool dyed in subtle colors.  Hand Knotted by master weavers of Afghanistan & painstakingly finishing process done by Pakistani Artisans makes this rug a masterpiece & takes us back to the late 19th-century era.;Transitional ;Turkish;Shabby Chic;Hand Knotted;Wool;;Blue;Sky Blue;Tan;Burnt Orange;Floral;Pakistan;7;11;95;9;11;119;0,25;One of One Traditional;2010s;;;Excellent condition. ;4410;0,1;8820;x;60;200,00;x;x;0
Am10623;Modern Ikat Wool Colorful Rug;Hand Knotted wool.  This Rug offers great texture.  Hand knotted by master weavers & painstakingly finishing process done by Artisans makes this rug a modern masterpiece ;Modern ;Contemporary;Industrial ;Hand Knotted;Wool;;Brown;Green;Purple;Blue;Floral;India;8;1;97;9;9;117;0,2;One of One Modern;2010s;;;Excellent condition. ;2592;0,1;5184;x;60;200,00;x;x;0
Am10624;Vintage Oushak Wool Rug;A beautiful Modern tribal design Hand Knotted by using hand spun finest wool to give the pile softer touch done by Master Artisans.;Tribal;Turkish;Shabby Chic;Hand Knotted;Wool;;Gray;Green;Blue ;Brown;Strie;Anatolia;6;10;82;9;6;114;0,18;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;2700;0,1;5400;x;60;200,00;x;x;0
Am10625;Vintage Persian Overdyed Rug;Vintage hand knotted Persian rug Overdyed, wool.;Mid-Century Modern;Industrial ;Contemporary;Hand Knotted;Wool;;Turquoise;Teal;Blue ;Gray;Floral;Persia;6;10;82;10;0;120;0,2;Vintage;1950s;x;x;Excellent condition. Minor wear consistent with age.;3000;0,1;6000;x;60;200,00;x;x;0
